,AY274119.3,AY278488.2,AY304486.1,AY613950.1,DQ022305.2,DQ071615.1,DQ412042.1,DQ412043.1,FJ588686.1,HQ166910.1,JX993987.1,JX993988.1,KC881005.1,KC881006.1,KF636752.1,KJ473814.1,KJ473815.1,KJ473816.1,KJ473821.1,KP886809.1,KY352407.1,KY417142.1,KY417143.1,KY417146.1,KY417151.1,MG772933.1,NC_001846.1,NC_005147.1,NC_006577.2,NC_009019.1,NC_009020.1,NC_009021.1,NC_014470.1,NC_019843.3,NC_030886.1
KY417142.1,0.8393921908615563,0.8393941855210983,0.839400591057742,0.839372808532787,0.823931481112166,0.8235740019904071,0.7493724607568806,0.7067795685213261,0.8246695833523517,0.05697088962984491,0.7500972459895564,0.8242429259163244,0.8641922843958538,0.9883579961032223,0.0272755920910266,0.8323967806808289,0.8221934241462562,0.9819100529897082,0.007973213065217099,0.8232247590579649,0.8215378561404245,1.0,0.8239043255873983,0.8247290822097757,0.9935360871780329,0.8121452692765178,0.056492353427847114,0.0216120455956303,0.022224576318182893,0.020256684317586836,0.008146080781748586,0.04015830869532514,0.15242828486347873,0.02915329739004515,0.013148291152540126
KY417143.1,0.9980555788578667,0.9980554391072199,0.9980554502749596,0.9980553232666239,0.9799588199612589,0.9999844716413082,0.9248841420630526,0.7196771304594856,0.999995229717945,0.02726229143250523,0.9148745078597699,0.9999864562060533,0.726325737077405,0.8075807724019446,0.014148507241203923,0.976753888805882,0.9999899483031789,0.8089027603636594,0.006068926864746013,0.9999940825866984,0.9849373855204312,0.8239043255873983,1.0,0.9999928903724892,0.8182449481889496,0.9805296492212209,0.018633011194374334,1.5884543006381466e-05,0.0015208807998319377,0.01958000113402692,0.006420590556547016,0.034817129078505704,0.06595844453984141,0.02140461266874879,0.01231789158331443
KY417146.1,0.9981400503693866,0.9981399103590165,0.9981398514807851,0.9981398771562411,0.9799927344190834,0.9999839401827354,0.9249460510250318,0.7200244421960856,0.9999944087071073,0.027235345041066405,0.9150025530282767,0.9999847989660535,0.7267835950466986,0.8084315453318529,0.014174381167921387,0.9769645308091404,0.9999798705933234,0.80971116666631,0.006067429804274468,0.9999833981786935,0.9849517103826664,0.8247290822097757,0.9999928903724892,1.0,0.819106623737631,0.9805489955943362,0.018658426181531435,2.721802125898213e-05,0.0015240959050773827,0.019585202988980765,0.0064261708314468,0.03480751100649001,0.06650174569523656,0.021425470655656555,0.012326432437997688
KY417151.1,0.8336529561757633,0.833654929556077,0.8336564199035911,0.8336337180158055,0.8182107498674258,0.8178872183129967,0.7444191793696846,0.7017159471254516,0.8189980964371572,0.0572269825490385,0.7449665781503768,0.8186007842196973,0.8601832852100698,0.9857233821047938,0.02645236619414269,0.8265486977009259,0.8165206261143607,0.9739007662986379,0.008920197131604312,0.8175747468020241,0.8158245029786853,0.9935360871780329,0.8182449481889496,0.819106623737631,1.0,0.806396949761295,0.05600245398718809,0.021475563827311205,0.021908042916813687,0.02008518084310865,0.00854948711662444,0.040264087956760855,0.1509287754216506,0.028447756026322137,0.012204691218730121
MG772933.1,0.9785086929517341,0.978508781344204,0.97850879476757,0.9784996319750441,0.9977591040653854,0.9805535271554143,0.9605677804739318,0.7780193071876843,0.9805390162858677,0.031192597113337838,0.9507406544387332,0.9805591382817966,0.7416153675028473,0.7971326723761978,0.04398695044930097,0.9940675863277452,0.9805467135951781,0.7986028276645446,0.00619814807116141,0.9805395881094763,0.9926207673298095,0.8121452692765178,0.9805296492212209,0.9805489955943362,0.806396949761295,1.0,0.020095004887500167,0.0027171979739021297,0.011128043693049572,0.019105005885737034,0.007252363682940535,0.039689825907086966,0.10913802642566725,0.02283550880257181,0.011580032223887286
NC_001846.1,0.018537254557305954,0.01853672559630443,0.018537126498358533,0.0185343848790446,0.01968777956245694,0.01838925868632681,0.019138686535030584,0.020238948851054258,0.018652132719260996,0.03787175692396444,0.01872424891114724,0.01869300434334291,0.03881480548913747,0.05836128659554325,0.02247711527052713,0.023630429851339937,0.018213996096361047,0.03821976677926841,0.030607894529651826,0.01866931507568791,0.023118035753904722,0.056492353427847114,0.018633011194374334,0.018658426181531435,0.05600245398718809,0.020095004887500167,1.0,0.01902656142600752,0.09511791631197808,0.013630582243645576,0.11135713871392895,0.10490306530546768,0.028471271976408353,0.20934233705386865,0.006133882077210313
NC_005147.1,0.0004361464254029204,0.00043436045069419963,0.0004350553152261374,0.000433557055957756,0.0026520923100860775,3.803624122338059e-05,0.0019297729915025079,0.013820056119499005,2.2802244171507807e-05,0.0087081356932248,0.0017946086537848158,0.0004932342572720445,0.03153146345373028,0.02135544700539232,0.0032232117363284597,0.0013554148752638257,5.367988088251891e-06,0.02101078299795902,0.0051388245872249876,1.5984505259748087e-05,0.004020023488376968,0.0216120455956303,1.5884543006381466e-05,2.721802125898213e-05,0.021475563827311205,0.0027171979739021297,0.01902656142600752,1.0,0.07216564529941745,0.0006307683670552839,2.9625711269375668e-05,0.009093098880528732,0.009166209077878108,0.009808219939137164,0.005701453240810321
NC_006577.2,0.0014522060943253183,0.0014528294205456004,0.001453547191881738,0.0014442677844890169,0.0033201298849543644,0.0017124702103385465,0.004611429562755595,0.031817107344361016,0.0015460285242522593,0.04009628311136329,0.003380700410544988,0.0015613873703759532,0.02059405755333907,0.02143484276479675,0.11889492050199672,0.0028909285880662464,0.0015656910805731067,0.023963154192479907,0.06384030848330739,0.001552327150999786,0.0032270800829502524,0.022224576318182893,0.0015208807998319377,0.0015240959050773827,0.021908042916813687,0.011128043693049572,0.09511791631197808,0.07216564529941745,1.0,0.005631278871630451,0.007853344649395558,0.03307260251009589,0.1343389406318172,0.1267221297237509,0.0016439677765524947
NC_009019.1,0.019503475820189856,0.019503522043724287,0.019503220439018233,0.019503382310245412,0.01912384774550746,0.019567786127874638,0.017456844477034664,0.011426986931942891,0.01957846248971257,0.11556037964050535,0.018940358411390842,0.0196059944153584,0.013612741606130931,0.01991834085383158,0.011202537397650104,0.019485880350110587,0.01955359267225322,0.018630129199937347,0.0471211050459143,0.01958062807683415,0.01744060911755588,0.020256684317586836,0.01958000113402692,0.019585202988980765,0.02008518084310865,0.019105005885737034,0.013630582243645576,0.0006307683670552839,0.005631278871630451,1.0,0.014882072234790029,0.013347192732009225,0.007549725099996018,0.085391942130414,0.007925743409706348
NC_009020.1,0.0063743662265641245,0.00637416405325199,0.0063738008508372815,0.0063737133863037134,0.007418911120105707,0.006424647919330723,0.008227804436470339,0.006673768347393859,0.006420945068274772,0.0100617996883258,0.008055281595185391,0.006425032849825674,0.008039288858926,0.008134128568523273,0.01041177858760444,0.007262314800908927,0.00640982118832674,0.0065234623979453996,0.11634783070274884,0.006420051540549025,0.006534426050753466,0.008146080781748586,0.006420590556547016,0.0064261708314468,0.00854948711662444,0.007252363682940535,0.11135713871392895,2.9625711269375668e-05,0.007853344649395558,0.014882072234790029,1.0,0.07418413049545627,0.0021566706351988383,0.12128089091235117,0.006866044233170192
NC_009021.1,0.03462147368152586,0.034619985264877064,0.034620449066389794,0.034622485595916255,0.039000476240846474,0.03492880868531632,0.04321956775219677,0.039283278050731826,0.03490460581320842,0.10650220761695835,0.04224844596928059,0.03480602325641551,0.036770541818264196,0.03893245946763149,0.02769668069333635,0.038750287465490786,0.034863436655390156,0.04152130215400017,0.037967931925437924,0.034869316575339926,0.03523568135296973,0.04015830869532514,0.034817129078505704,0.03480751100649001,0.040264087956760855,0.039689825907086966,0.10490306530546768,0.009093098880528732,0.03307260251009589,0.013347192732009225,0.07418413049545627,1.0,0.04496143001251938,0.10063863443825352,0.05441619966267983
NC_014470.1,0.06675407620166962,0.06675569228220984,0.06676339457177036,0.0666904958927442,0.08329306092017112,0.06595721251536646,0.08594720285886434,0.4349035354174211,0.06599571859416753,0.1429171296172096,0.0806943875587792,0.06623615062729167,0.11900676468306273,0.22189653835764225,0.4271298875777253,0.10270679812736724,0.06586813725007405,0.21988652018007557,0.007296954415816998,0.06579598643118556,0.09094077572623213,0.15242828486347873,0.06595844453984141,0.06650174569523656,0.1509287754216506,0.10913802642566725,0.028471271976408353,0.009166209077878108,0.1343389406318172,0.007549725099996018,0.0021566706351988383,0.04496143001251938,1.0,0.06853877862542274,0.038853733609412466
NC_019843.3,0.021307250225291147,0.021306214055948864,0.021305658171876768,0.02130662339857626,0.022710889906038336,0.02143808762188755,0.020327378094917838,0.06399042814665475,0.02142441181050348,0.020942103253375543,0.019657212182722227,0.021397410205851154,0.021580597393246494,0.04104614036245405,0.025942519916736,0.02388636248155922,0.021435743447519813,0.040678087372765834,0.29037574911127473,0.021424670237020667,0.022959335457056116,0.02915329739004515,0.02140461266874879,0.021425470655656555,0.028447756026322137,0.02283550880257181,0.20934233705386865,0.009808219939137164,0.1267221297237509,0.085391942130414,0.12128089091235117,0.10063863443825352,0.06853877862542274,1.0,0.006023349599612029
NC_030886.1,0.012266333649084265,0.01226555670561014,0.012265646135988933,0.012266632056702377,0.011697759998481543,0.012332529171751837,0.009922940242901608,0.006946981179799625,0.012323804939181808,0.054647931219795366,0.009772756620974645,0.012306523372158082,0.008305308852060005,0.01175030258083256,0.008193840008477275,0.011608550551752571,0.012304015570570237,0.011958046354009594,0.007300980586471837,0.012321826233810382,0.010757670073219934,0.013148291152540126,0.01231789158331443,0.012326432437997688,0.012204691218730121,0.011580032223887286,0.006133882077210313,0.005701453240810321,0.0016439677765524947,0.007925743409706348,0.006866044233170192,0.05441619966267983,0.038853733609412466,0.006023349599612029,1.0
